PLAYER_ID,DRIVES,DRIVE_FGM,DRIVE_FGA,DRIVE_FG_PCT,DRIVE_FTM,DRIVE_FTA,DRIVE_PTS,DRIVE_PTS_PCT,DRIVE_PASSES,DRIVE_AST,DRIVE_TOV,SEASON
203932,6.1,1.2,2.7,0.429,0.8,1.1,3.2,0.521,2.1,0.6,0.6,18-19
1628988,3.6,0.6,1.4,0.423,0.2,0.2,1.4,0.394,1.8,0.5,0.1,18-19
1627846,2.2,0.6,1.2,0.507,0.2,0.2,1.4,0.638,0.7,0.2,0.2,18-19
201143,1.6,0.4,0.7,0.56,0.2,0.3,1.1,0.655,0.6,0.2,0.1,18-19
202329,2.7,0.7,1.4,0.465,0.4,0.5,1.8,0.649,0.7,0.3,0.2,18-19
1626210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-19
202692,5.2,1.0,2.5,0.396,0.7,0.8,2.8,0.53,1.8,0.4,0.4,18-19
203518,1.2,0.2,0.5,0.357,0.1,0.1,0.5,0.389,0.5,0.1,0.1,18-19
1627936,5.9,1.0,2.8,0.377,1.2,1.3,3.2,0.551,1.9,0.7,0.4,18-19
203458,0.5,0.2,0.3,0.545,0.1,0.1,0.4,0.763,0.1,0.0,0.1,18-19
1627816,0.8,0.2,0.4,0.444,0.0,0.1,0.4,0.563,0.2,0.0,0.0,18-19
1628035,0.5,0.1,0.3,0.391,0.0,0.0,0.3,0.543,0.1,0.0,0.0,18-19
1628993,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-19
203459,2.1,0.3,1.0,0.293,0.1,0.2,0.7,0.33,0.8,0.1,0.3,18-19
1629019,7.0,1.3,2.8,0.469,1.2,1.6,3.9,0.554,2.4,0.6,0.8,18-19
1628518,0.3,0.1,0.3,0.333,0.0,0.0,0.2,0.5,0.1,0.0,0.0,18-19
101161,0.5,0.2,0.2,0.727,0.0,0.0,0.4,0.75,0.1,0.0,0.1,18-19
203083,1.2,0.3,0.7,0.431,0.2,0.3,0.9,0.753,0.1,0.0,0.1,18-19
2738,1.0,0.2,0.3,0.478,0.1,0.3,0.5,0.471,0.5,0.1,0.1,18-19
201281,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-19
101106,0.2,0.2,0.2,1.0,0.0,0.0,0.4,2.0,0.0,0.0,0.0,18-19
1626150,4.1,0.5,0.9,0.5,0.6,0.7,1.7,0.414,2.5,0.6,0.2,18-19
203952,8.0,1.7,4.2,0.409,1.1,1.6,4.5,0.571,2.4,0.6,0.6,18-19
1629014,1.4,0.5,0.9,0.5,0.3,0.6,1.2,0.821,0.1,0.1,0.1,18-19
1629116,0.5,0.5,0.5,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,18-19
1627790,0.3,0.1,0.2,0.538,0.0,0.0,0.2,0.7,0.1,0.0,0.0,18-19
203076,3.8,1.2,2.4,0.485,0.7,0.9,3.1,0.822,0.8,0.3,0.1,18-19
201229,0.6,0.1,0.2,0.4,0.2,0.3,0.4,0.634,0.2,0.0,0.1,18-19
1628469,4.9,1.3,2.9,0.466,0.5,0.8,3.1,0.646,1.4,0.2,0.2,18-19
203382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-19
203085,5.6,1.3,2.7,0.481,0.4,0.8,3.1,0.555,2.0,0.5,0.2,18-19
202340,3.3,0.5,1.3,0.357,0.2,0.2,1.2,0.348,1.5,0.5,0.2,18-19
1629168,0.3,0.3,0.3,1.0,0.0,0.0,0.6,2.0,0.0,0.0,0.0,18-19
1628389,0.8,0.1,0.4,0.387,0.2,0.3,0.5,0.636,0.2,0.0,0.0,18-19
203463,0.3,0.1,0.2,0.333,0.0,0.0,0.1,0.333,0.2,0.1,0.0,18-19
1627732,9.9,2.1,4.0,0.517,1.0,1.6,5.2,0.529,4.3,1.0,0.5,18-19
1628656,3.8,1.8,2.8,0.636,0.5,0.5,4.0,1.067,0.8,0.3,0.0,18-19
202687,0.1,0.0,0.0,1.0,0.1,0.1,0.1,1.667,0.0,0.0,0.0,18-19
201933,8.0,2.1,3.7,0.566,1.9,2.4,6.3,0.784,2.1,0.5,0.6,18-19
1626246,0.1,0.0,0.1,0.333,0.0,0.0,0.0,0.667,0.0,0.0,0.0,18-19
1626171,2.4,0.6,1.5,0.392,0.3,0.3,1.5,0.608,0.5,0.1,0.1,18-19
203992,8.0,1.6,3.6,0.441,0.5,0.6,3.8,0.475,3.2,1.0,0.6,18-19
202711,6.8,1.8,3.6,0.517,1.2,1.4,5.0,0.732,1.9,0.4,0.5,18-19
1629045,0.4,0.1,0.1,1.0,0.0,0.0,0.3,0.667,0.3,0.0,0.0,18-19
202954,1.7,0.3,0.8,0.37,0.3,0.3,0.8,0.475,0.8,0.2,0.0,18-19
203078,12.7,3.1,5.6,0.564,1.6,2.0,8.0,0.631,4.9,1.1,0.8,18-19
1629164,1.3,0.1,0.8,0.167,0.4,0.5,0.6,0.5,0.2,0.0,0.1,18-19
1627742,10.1,2.6,5.4,0.477,1.4,2.1,6.7,0.659,2.6,0.7,0.8,18-19
202688,4.3,0.6,2.0,0.295,0.5,0.6,1.7,0.398,1.7,0.4,0.3,18-19
1629102,2.4,0.6,1.3,0.5,0.2,0.3,1.5,0.618,0.6,0.1,0.4,18-19
201572,2.1,0.8,1.2,0.622,0.5,0.5,2.0,0.947,0.4,0.1,0.2,18-19
1628971,2.9,0.6,1.4,0.394,0.3,0.4,1.4,0.486,1.1,0.2,0.2,18-19
203998,2.6,0.6,1.1,0.526,0.5,0.5,1.7,0.633,0.9,0.1,0.3,18-19
1627854,3.8,1.0,2.1,0.462,0.3,0.3,2.2,0.583,1.3,0.4,0.3,18-19
1627741,4.6,1.0,2.4,0.425,0.4,0.5,2.5,0.553,1.5,0.3,0.2,18-19
203710,1.3,0.2,0.6,0.333,0.0,0.0,0.4,0.316,0.5,0.1,0.1,18-19
203468,9.4,2.6,5.4,0.488,0.9,1.1,6.3,0.67,2.9,0.6,0.4,18-19
101139,1.6,0.3,0.9,0.327,0.2,0.3,0.9,0.571,0.4,0.1,0.1,18-19
1628403,0.1,0.0,0.1,0.333,0.0,0.0,0.1,0.667,0.0,0.0,0.0,18-19
1629244,0.8,0.2,0.3,0.6,0.2,0.2,0.5,0.6,0.3,0.1,0.2,18-19
1626166,4.9,1.3,2.2,0.562,0.4,0.5,2.9,0.603,1.9,0.6,0.4,18-19
1627747,12.0,2.9,6.0,0.479,1.4,1.9,7.2,0.605,4.0,1.0,0.8,18-19
2546,0.8,0.2,0.7,0.286,0.1,0.2,0.5,0.625,0.0,0.0,0.0,18-19
1626224,6.1,1.4,2.9,0.464,0.7,0.8,3.5,0.571,2.2,0.4,0.4,18-19
1628990,3.1,0.6,1.5,0.397,0.1,0.2,1.3,0.426,1.1,0.2,0.2,18-19
202718,4.9,0.7,1.9,0.362,0.6,0.7,2.0,0.41,2.0,0.4,0.6,18-19
101112,0.3,0.0,0.1,0.0,0.1,0.1,0.1,0.25,0.1,0.0,0.0,18-19
1626184,3.7,0.5,1.1,0.431,0.4,0.6,1.3,0.348,2.0,0.6,0.2,18-19
1627767,0.1,0.0,0.0,0.333,0.0,0.1,0.1,0.5,0.0,0.0,0.0,18-19
1629002,0.5,0.0,0.2,0.143,0.1,0.1,0.2,0.4,0.1,0.0,0.1,18-19
1628449,0.3,0.0,0.2,0.167,0.0,0.0,0.1,0.286,0.0,0.0,0.0,18-19
1629185,2.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.1,18-19
101108,12.1,1.9,4.4,0.443,0.3,0.3,4.4,0.36,6.3,1.4,0.8,18-19
1626174,1.3,0.5,0.9,0.526,0.4,0.5,1.4,1.071,0.1,0.0,0.1,18-19
203991,0.5,0.1,0.2,0.625,0.0,0.1,0.3,0.677,0.1,0.0,0.1,18-19
203469,2.4,0.6,1.3,0.46,0.3,0.4,1.6,0.655,0.7,0.2,0.2,18-19
1629012,10.8,2.1,5.0,0.421,1.4,1.6,5.6,0.518,3.9,0.8,0.8,18-19
201147,1.8,0.2,0.7,0.304,0.2,0.3,0.7,0.382,0.8,0.1,0.1,18-19
202709,6.5,1.0,2.1,0.468,0.2,0.3,2.2,0.332,3.8,1.1,0.3,18-19
201584,1.4,0.2,0.5,0.412,0.1,0.2,0.5,0.347,0.8,0.1,0.0,18-19
1626245,0.3,0.1,0.2,0.417,0.1,0.1,0.3,0.895,0.0,0.0,0.0,18-19
1626156,12.0,3.2,6.3,0.507,0.7,0.9,7.2,0.597,4.1,1.1,0.8,18-19
201571,10.2,1.6,3.3,0.492,0.6,0.7,3.9,0.385,5.8,1.4,0.5,18-19
1628391,0.9,0.1,0.3,0.333,0.1,0.1,0.3,0.341,0.3,0.0,0.1,18-19
203474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-19
1629541,0.7,0.1,0.2,0.5,0.0,0.0,0.2,0.25,0.3,0.1,0.0,18-19
1627745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18-19
