PLAYER_ID,TEAM_ABBREVIATION,SEASON,TEAM_NAME
1629608,TOR,19-20,Raptors
203473,ATL,19-20,Hawks
1628415,MEM,19-20,Grizzlies
203079,LAL,19-20,Lakers
1627734,IND,19-20,Pacers
1628378,UTA,19-20,Jazz
1629743,BKN,19-20,Nets
1628978,MIL,19-20,Bucks
1627827,DAL,19-20,Mavericks
203926,IND,19-20,Pacers
1627733,GSW,19-20,Warriors
203110,GSW,19-20,Warriors
1629234,SAS,19-20,Spurs
1629130,MIA,19-20,Heat
1628605,MEM,19-20,Grizzlies
1628407,CHA,19-20,Hornets
2730,LAL,19-20,Lakers
203939,DAL,19-20,Mavericks
1629058,BKN,19-20,Nets
202734,NOP,19-20,Pelicans
202334,UTA,19-20,Jazz
1628410,IND,19-20,Pacers
203901,NYK,19-20,Knicks
1629059,PHX,19-20,Suns
1626144,UTA,19-20,Jazz
202683,BOS,19-20,Celtics
202339,MIL,19-20,Bucks
201569,HOU,19-20,Rockets
1628450,SAC,19-20,Kings
1629672,GSW,19-20,Warriors
101141,MIL,19-20,Bucks
203095,ORL,19-20,Magic
202323,MIN,19-20,Timberwolves
1628402,NOP,19-20,Pelicans
1626163,PHX,19-20,Suns
1628412,MIL,19-20,Bucks
1628373,NYK,19-20,Knicks
1627832,TOR,19-20,Raptors
1627788,PHI,19-20,76ers
1629216,MIA,19-20,Heat
202066,BKN,19-20,Nets
1629726,WAS,19-20,Wizards
1629109,ORL,19-20,Magic
203914,DEN,19-20,Nuggets
1627780,WAS,19-20,Wizards
1629018,POR,19-20,Blazers
201588,MIL,19-20,Bucks
1627777,UTA,19-20,Jazz
203507,MIL,19-20,Bucks
203922,PHI,19-20,76ers
1629048,IND,19-20,Pacers
201609,MIA,19-20,Heat
202330,BOS,19-20,Celtics
203476,MEM,19-20,Grizzlies
1629684,BOS,19-20,Celtics
1628960,MEM,19-20,Grizzlies
1628977,OKC,19-20,Thunder
203084,SAC,19-20,Kings
1628385,SAC,19-20,Kings
202355,POR,19-20,Blazers
1627740,BKN,19-20,Nets
101133,WAS,19-20,Wizards
1629649,NYK,19-20,Knicks
202697,BKN,19-20,Nets
1629067,WAS,19-20,Wizards
1628392,HOU,19-20,Rockets
1629676,OKC,19-20,Thunder
202738,WAS,19-20,Wizards
202397,WAS,19-20,Wizards
1627826,LAC,19-20,Clippers
200826,DAL,19-20,Mavericks
1629122,CLE,19-20,Cavaliers
200755,NOP,19-20,Pelicans
2747,LAL,19-20,Lakers
1629630,MEM,19-20,Grizzlies
203960,IND,19-20,Pacers
203210,LAC,19-20,Clippers
201580,LAL,19-20,Lakers
203953,SAC,19-20,Kings
1628980,MIN,19-20,Timberwolves
203109,MIA,19-20,Heat
1626143,NOP,19-20,Pelicans
1627774,MIN,19-20,Timberwolves
1627751,SAS,19-20,Spurs
1628973,DAL,19-20,Mavericks
1629665,PHX,19-20,Suns
1629667,CHA,19-20,Hornets
2037,BKN,19-20,Nets
1627750,DEN,19-20,Nuggets
203516,ORL,19-20,Magic
201935,HOU,19-20,Rockets
201949,MIN,19-20,Timberwolves
201162,LAL,19-20,Lakers
1629607,NYK,19-20,Knicks
1628991,MEM,19-20,Grizzlies
1629020,MIN,19-20,Timberwolves
1629714,UTA,19-20,Jazz
1628386,BKN,19-20,Nets
1629633,MIN,19-20,Timberwolves
1627784,WAS,19-20,Wizards
1629750,BOS,19-20,Celtics
1629637,NOP,19-20,Pelicans
1627759,BOS,19-20,Celtics
1629658,POR,19-20,Blazers
1629669,MIN,19-20,Timberwolves
1628369,BOS,19-20,Celtics
201145,HOU,19-20,Rockets
201952,ATL,19-20,Hawks
203924,DEN,19-20,Nuggets
1629725,BKN,19-20,Nets
203087,IND,19-20,Pacers
202951,GSW,19-20,Warriors
1626170,WAS,19-20,Wizards
1629010,WAS,19-20,Wizards
1628975,PHX,19-20,Suns
202710,MIA,19-20,Heat
201149,LAC,19-20,Clippers
1629147,CHA,19-20,Hornets
203925,BKN,19-20,Nets
204060,UTA,19-20,Jazz
203954,PHI,19-20,76ers
1628381,ATL,19-20,Hawks
203089,DET,19-20,Pistons
1629723,MEM,19-20,Grizzlies
1628405,LAC,19-20,Clippers
1629140,WAS,19-20,Wizards
1628413,PHX,19-20,Suns
202685,MEM,19-20,Grizzlies
1628371,ORL,19-20,Magic
1628395,CLE,19-20,Cavaliers
1629648,DET,19-20,Pistons
203903,UTA,19-20,Jazz
1629162,MIN,19-20,Timberwolves
203895,DET,19-20,Pistons
1629673,GSW,19-20,Warriors
1627982,NOP,19-20,Pelicans
1628404,NOP,19-20,Pelicans
1628367,MEM,19-20,Grizzlies
203705,ORL,19-20,Magic
1629006,MIN,19-20,Timberwolves
1629729,DAL,19-20,Mavericks
1626196,PHI,19-20,76ers
201950,NOP,19-20,Pelicans
1629308,GSW,19-20,Warriors
1627823,MIN,19-20,Timberwolves
203944,NYK,19-20,Knicks
1626147,BKN,19-20,Nets
203200,IND,19-20,Pacers
1628382,DAL,19-20,Mavericks
1629713,SAC,19-20,Kings
1628383,DET,19-20,Pistons
1629620,WAS,19-20,Wizards
1629625,UTA,19-20,Jazz
1626159,MEM,19-20,Grizzlies
203994,POR,19-20,Blazers
1629752,UTA,19-20,Jazz
1629644,MIA,19-20,Heat
1628443,NYK,19-20,Knicks
1626157,MIN,19-20,Timberwolves
202695,LAC,19-20,Clippers
1628966,DEN,19-20,Nuggets
1629103,MIN,19-20,Timberwolves
1629640,SAS,19-20,Spurs
203482,MIA,19-20,Heat
1626162,PHX,19-20,Suns
202689,BOS,19-20,Celtics
1629134,MIA,19-20,Heat
1629026,NOP,19-20,Pelicans
203145,SAC,19-20,Kings
203484,LAL,19-20,Lakers
1628987,OKC,19-20,Thunder
1628989,ATL,19-20,Hawks
1628995,NYK,19-20,Knicks
201567,CLE,19-20,Cavaliers
1629645,CLE,19-20,Cavaliers
1626172,GSW,19-20,Warriors
203920,ORL,19-20,Magic
203114,MIL,19-20,Bucks
1629017,DET,19-20,Pistons
1628961,LAL,19-20,Lakers
1627739,CHI,19-20,Bulls
204001,DAL,19-20,Mavericks
1629065,GSW,19-20,Warriors
1629734,MIA,19-20,Heat
203937,MEM,19-20,Grizzlies
1629657,SAC,19-20,Kings
2594,MIL,19-20,Bucks
1628398,LAL,19-20,Lakers
200768,TOR,19-20,Raptors
203124,PHI,19-20,76ers
202681,BKN,19-20,Nets
200746,SAS,19-20,Spurs
202498,BKN,19-20,Nets
1629013,LAC,19-20,Clippers
204038,DET,19-20,Pistons
1626204,CLE,19-20,Cavaliers
1628374,CHI,19-20,Bulls
2544,LAL,19-20,Lakers
1629022,SAS,19-20,Spurs
1628366,NOP,19-20,Pelicans
101150,LAC,19-20,Clippers
1629663,DET,19-20,Pistons
201601,HOU,19-20,Rockets
1629652,OKC,19-20,Thunder
1629029,DAL,19-20,Mavericks
1629677,SAS,19-20,Spurs
1628379,DET,19-20,Pistons
1628436,CHI,19-20,Bulls
1627763,IND,19-20,Pacers
1626259,TOR,19-20,Raptors
1627736,MIN,19-20,Timberwolves
1628370,CHA,19-20,Hornets
1629005,CLE,19-20,Cavaliers
201188,TOR,19-20,Raptors
201158,SAS,19-20,Spurs
202694,LAC,19-20,Clippers
203935,BOS,19-20,Celtics
1629621,PHI,19-20,76ers
1626209,POR,19-20,Blazers
1628365,ORL,19-20,Magic
202693,LAL,19-20,Lakers
1629741,MEM,19-20,Grizzlies
1629716,CLE,19-20,Cavaliers
1627737,GSW,19-20,Warriors
1628963,SAC,19-20,Kings
101107,MIL,19-20,Bucks
203486,DEN,19-20,Nuggets
1629680,PHI,19-20,76ers
1629760,CLE,19-20,Cavaliers
1629744,TOR,19-20,Raptors
203521,CLE,19-20,Cavaliers
203090,NYK,19-20,Knicks
1629622,CHI,19-20,Bulls
1628467,DAL,19-20,Mavericks
1628982,ORL,19-20,Magic
203086,MIA,19-20,Heat
1629662,LAC,19-20,Clippers
203487,ORL,19-20,Magic
1626187,HOU,19-20,Rockets
203077,DAL,19-20,Mavericks
1629008,DEN,19-20,Nuggets
1628969,PHX,19-20,Suns
201144,UTA,19-20,Jazz
203488,OKC,19-20,Thunder
203118,PHI,19-20,76ers
1628970,CHA,19-20,Hornets
1629011,NYK,19-20,Knicks
1629671,UTA,19-20,Jazz
1628964,ORL,19-20,Magic
1628420,DEN,19-20,Nuggets
1626149,LAC,19-20,Clippers
1629021,WAS,19-20,Wizards
1629650,POR,19-20,Blazers
1628539,GSW,19-20,Warriors
1626167,IND,19-20,Pacers
1629642,POR,19-20,Blazers
1628513,IND,19-20,Pacers
1629675,MIN,19-20,Timberwolves
202357,SAC,19-20,Kings
203457,OKC,19-20,Thunder
1629651,BKN,19-20,Nets
1629638,NOP,19-20,Pelicans
201587,CHA,19-20,Hornets
1629740,NOP,19-20,Pelicans
1628430,UTA,19-20,Jazz
203999,DEN,19-20,Nuggets
202696,ORL,19-20,Magic
203943,DEN,19-20,Nuggets
1626181,TOR,19-20,Raptors
203658,PHI,19-20,76ers
1628384,TOR,19-20,Raptors
1629016,MIN,19-20,Timberwolves
1629052,TOR,19-20,Raptors
203490,CHI,19-20,Bulls
200782,HOU,19-20,Rockets
1629023,CHA,19-20,Hornets
1628408,DEN,19-20,Nuggets
1627783,TOR,19-20,Raptors
1626192,MIL,19-20,Bucks
201976,LAC,19-20,Clippers
1627775,TOR,19-20,Raptors
202335,LAC,19-20,Clippers
201988,SAS,19-20,Spurs
202331,LAC,19-20,Clippers
200794,DEN,19-20,Nuggets
1628778,TOR,19-20,Raptors
1626188,LAL,19-20,Lakers
1629683,SAS,19-20,Spurs
1629628,NYK,19-20,Knicks
200765,LAL,19-20,Lakers
203526,PHI,19-20,76ers
1629730,UTA,19-20,Jazz
203493,NYK,19-20,Knicks
202704,LAC,19-20,Clippers
1626158,SAC,19-20,Kings
201937,PHX,19-20,Suns
203496,HOU,19-20,Rockets
1629057,BOS,19-20,Celtics
201577,MIL,19-20,Bucks
1629066,BKN,19-20,Nets
203918,POR,19-20,Blazers
203585,LAC,19-20,Clippers
1629641,BOS,19-20,Celtics
1626178,TOR,19-20,Raptors
1626220,UTA,19-20,Jazz
200752,SAS,19-20,Spurs
203497,UTA,19-20,Jazz
1629060,WAS,19-20,Wizards
201566,HOU,19-20,Rockets
201583,HOU,19-20,Rockets
1627853,CHI,19-20,Bulls
1629151,PHI,19-20,76ers
1629635,DET,19-20,Pistons
1628400,BOS,19-20,Celtics
201586,TOR,19-20,Raptors
203552,DAL,19-20,Mavericks
203894,WAS,19-20,Wizards
1628983,OKC,19-20,Thunder
1629003,PHI,19-20,76ers
1629044,TOR,19-20,Raptors
1627885,CHI,19-20,Bulls
1628414,NOP,19-20,Pelicans
1627746,ATL,19-20,Hawks
203524,MIA,19-20,Heat
203915,BKN,19-20,Nets
1626169,TOR,19-20,Raptors
1629742,UTA,19-20,Jazz
201939,GSW,19-20,Warriors
1628425,MIL,19-20,Bucks
203500,OKC,19-20,Thunder
1629004,DET,19-20,Pistons
1628388,IND,19-20,Pacers
204456,IND,19-20,Pacers
203933,IND,19-20,Pacers
1629605,BOS,19-20,Celtics
201959,NYK,19-20,Knicks
1629659,LAL,19-20,Lakers
1629745,PHX,19-20,Suns
1627752,BKN,19-20,Nets
1629611,LAC,19-20,Clippers
1629056,TOR,19-20,Raptors
1628390,OKC,19-20,Thunder
203082,ORL,19-20,Magic
1626179,CHA,19-20,Hornets
200757,HOU,19-20,Rockets
201152,CHI,19-20,Bulls
203648,MIL,19-20,Bucks
1629033,NYK,19-20,Knicks
1628418,WAS,19-20,Wizards
1627748,DET,19-20,Pistons
204025,DET,19-20,Pistons
203501,DAL,19-20,Mavericks
1627789,BKN,19-20,Nets
202699,PHI,19-20,76ers
203107,CHI,19-20,Bulls
1628396,UTA,19-20,Jazz
203503,DET,19-20,Pistons
1628470,DEN,19-20,Nuggets
1629027,ATL,19-20,Hawks
1629682,BOS,19-20,Celtics
1626203,ATL,19-20,Hawks
2772,POR,19-20,Blazers
203504,DAL,19-20,Mavericks
1626168,SAS,19-20,Spurs
202684,CLE,19-20,Cavaliers
1628972,WAS,19-20,Wizards
203584,DEN,19-20,Nuggets
1629660,PHX,19-20,Suns
1629076,DEN,19-20,Nuggets
1629639,MIA,19-20,Heat
204020,BKN,19-20,Nets
203092,SAS,19-20,Spurs
1627820,ATL,19-20,Hawks
2199,HOU,19-20,Rockets
1626145,MEM,19-20,Grizzlies
2617,MIA,19-20,Heat
1629724,ORL,19-20,Magic
203506,IND,19-20,Pacers
1713,ATL,19-20,Hawks
1629738,BOS,19-20,Celtics
1628427,DEN,19-20,Nuggets
201961,NYK,19-20,Knicks
1628976,CHI,19-20,Bulls
1629117,POR,19-20,Blazers
1628411,ORL,19-20,Magic
202083,MIL,19-20,Bucks
203115,DEN,19-20,Nuggets
1629739,HOU,19-20,Rockets
1626161,DAL,19-20,Mavericks
1626195,CHA,19-20,Hornets
201163,BKN,19-20,Nets
1627812,SAC,19-20,Kings
1629139,MEM,19-20,Grizzlies
1628380,POR,19-20,Blazers
203897,CHI,19-20,Bulls
1629668,GSW,19-20,Warriors
1629015,PHI,19-20,76ers
1629627,NOP,19-20,Pelicans
1629597,NOP,19-20,Pelicans
203932,DEN,20-21,Nuggets
1628988,IND,20-21,Pacers
1630174,BOS,20-21,Celtics
1627846,PHX,20-21,Suns
1629690,CHI,20-21,Bulls
201143,BOS,20-21,Celtics
202329,CHI,20-21,Bulls
202692,NYK,20-21,Knicks
1630197,OKC,20-21,Thunder
1629346,GSW,20-21,Warriors
1627936,LAL,20-21,Lakers
203458,WAS,20-21,Wizards
1628035,LAL,20-21,Lakers
1628993,BKN,20-21,Nets
1628578,IND,20-21,Pacers
1629599,LAC,20-21,Clippers
2760,CLE,20-21,Cavaliers
203083,LAL,20-21,Lakers
2738,MIA,20-21,Heat
203460,BKN,20-21,Nets
203952,GSW,20-21,Warriors
1629014,POR,20-21,Blazers
203076,LAL,20-21,Lakers
1630162,MIN,20-21,Timberwolves
1630264,WAS,20-21,Wizards
1630237,HOU,20-21,Rockets
201229,PHI,20-21,76ers
1628394,WAS,20-21,Wizards
1629717,HOU,20-21,Rockets
203382,TOR,20-21,Raptors
1630204,MIN,20-21,Timberwolves
203085,DEN,20-21,Nuggets
202340,HOU,20-21,Rockets
1626253,MIL,20-21,Bucks
1628389,MIA,20-21,Heat
203463,LAL,20-21,Lakers
1627732,PHI,20-21,76ers
202687,CHA,20-21,Hornets
201933,BKN,20-21,Nets
1626246,DAL,20-21,Mavericks
1626171,MIL,20-21,Bucks
203992,ATL,20-21,Hawks
202711,UTA,20-21,Jazz
1629626,DEN,20-21,Nuggets
202954,CHA,20-21,Hornets
203078,WAS,20-21,Wizards
1629634,MEM,20-21,Grizzlies
1629164,ATL,20-21,Hawks
1627742,NOP,20-21,Pelicans
1628968,IND,20-21,Pacers
1630271,CLE,20-21,Cavaliers
201572,MIL,20-21,Bucks
1628971,BKN,20-21,Nets
203998,HOU,20-21,Rockets
1628981,ATL,20-21,Hawks
1627854,MIL,20-21,Bucks
1627741,SAC,20-21,Kings
1629604,POR,20-21,Blazers
203468,POR,20-21,Blazers
1628997,CHA,20-21,Hornets
1629629,ATL,20-21,Hawks
1629244,HOU,20-21,Rockets
1629661,PHX,20-21,Suns
1628419,HOU,20-21,Rockets
1626166,PHX,20-21,Suns
1627747,IND,20-21,Pacers
2546,POR,20-21,Blazers
1629035,BOS,20-21,Celtics
1630199,IND,20-21,Pacers
1630216,WAS,20-21,Wizards
1626224,CLE,20-21,Cavaliers
1628990,WAS,20-21,Wizards
1629718,OKC,20-21,Thunder
1626184,ORL,20-21,Magic
1629002,SAC,20-21,Kings
1628449,TOR,20-21,Raptors
1629185,BKN,20-21,Nets
101108,PHX,20-21,Suns
1629735,SAC,20-21,Kings
1626174,HOU,20-21,Rockets
1629643,ORL,20-21,Magic
203991,ATL,20-21,Hawks
1629632,CHI,20-21,Bulls
1628998,CHA,20-21,Hornets
203469,CHA,20-21,Hornets
1630175,ORL,20-21,Magic
1629012,CLE,20-21,Cavaliers
202709,DET,20-21,Pistons
1626245,CHI,20-21,Bulls
1626156,MIN,20-21,Timberwolves
201571,HOU,20-21,Rockets
1628391,HOU,20-21,Rockets
1629610,SAS,20-21,Spurs
1629751,PHI,20-21,76ers
1627745,SAC,20-21,Kings
203081,POR,20-21,Blazers
1627814,GSW,20-21,Warriors
1628422,CLE,20-21,Cavaliers
1629655,WAS,20-21,Wizards
1630187,LAC,20-21,Clippers
1628464,CHI,20-21,Bulls
201568,ATL,20-21,Hawks
201980,PHI,20-21,76ers
203957,HOU,20-21,Rockets
1627863,HOU,20-21,Rockets
203967,PHX,20-21,Suns
1629647,OKC,20-21,Thunder
1629636,CLE,20-21,Cavaliers
203121,OKC,20-21,Thunder
1628021,HOU,20-21,Rockets
202722,WAS,20-21,Wizards
1628368,SAC,20-21,Kings
1629631,ATL,20-21,Hawks
1629001,MEM,20-21,Grizzlies
201599,BKN,20-21,Nets
1627761,TOR,20-21,Raptors
201942,SAS,20-21,Spurs
202326,LAC,20-21,Clippers
1629731,CLE,20-21,Cavaliers
1629028,PHX,20-21,Suns
1629686,DET,20-21,Pistons
1627749,SAS,20-21,Spurs
1626153,SAC,20-21,Kings
1630166,WAS,20-21,Wizards
203471,LAL,20-21,Lakers
1628372,DET,20-21,Pistons
1627756,CHI,20-21,Bulls
202324,UTA,20-21,Jazz
1627884,POR,20-21,Blazers
201565,NYK,20-21,Knicks
1628401,SAS,20-21,Spurs
1630217,MEM,20-21,Grizzlies
1626164,PHX,20-21,Suns
1629962,ORL,20-21,Magic
1630170,SAS,20-21,Spurs
1629653,CHI,20-21,Bulls
1629719,LAL,20-21,Lakers
1628984,CHA,20-21,Hornets
203473,MIA,20-21,Heat
1629712,NOP,20-21,Pelicans
1628415,MEM,20-21,Grizzlies
1627734,IND,20-21,Pacers
1628378,UTA,20-21,Jazz
1629743,ORL,20-21,Magic
1628978,MIL,20-21,Bucks
1627827,DAL,20-21,Mavericks
203926,IND,20-21,Pacers
203110,GSW,20-21,Warriors
1629234,SAS,20-21,Spurs
1629130,MIA,20-21,Heat
1628407,ORL,20-21,Magic
2730,PHI,20-21,76ers
203939,DAL,20-21,Mavericks
1629685,CLE,20-21,Cavaliers
202734,PHX,20-21,Suns
202334,MIN,20-21,Timberwolves
1628410,IND,20-21,Pacers
203901,NYK,20-21,Knicks
1629091,MIL,20-21,Bucks
1630190,UTA,20-21,Jazz
202683,POR,20-21,Blazers
202339,NOP,20-21,Pelicans
201569,HOU,20-21,Rockets
1629672,GSW,20-21,Warriors
101141,UTA,20-21,Jazz
203095,BOS,20-21,Celtics
1630267,DEN,20-21,Nuggets
1628402,DET,20-21,Pistons
1626163,PHX,20-21,Suns
1628412,ORL,20-21,Magic
1628373,NYK,20-21,Knicks
1627832,TOR,20-21,Raptors
1630273,TOR,20-21,Raptors
1627788,PHI,20-21,76ers
1629216,MIA,20-21,Heat
1630466,OKC,20-21,Thunder
202066,CHI,20-21,Bulls
1629726,WAS,20-21,Wizards
1629109,PHI,20-21,76ers
203914,ORL,20-21,Magic
1627780,GSW,20-21,Warriors
1629018,TOR,20-21,Raptors
201588,PHI,20-21,76ers
1627777,UTA,20-21,Jazz
203507,MIL,20-21,Bucks
203922,SAC,20-21,Kings
1629048,IND,20-21,Pacers
201609,MIA,20-21,Heat
202330,CHA,20-21,Hornets
203476,SAS,20-21,Spurs
1630203,CHA,20-21,Hornets
1629684,BOS,20-21,Celtics
1628960,MEM,20-21,Grizzlies
204222,DEN,20-21,Nuggets
1628977,DET,20-21,Pistons
203084,SAC,20-21,Kings
1628385,POR,20-21,Blazers
202355,SAC,20-21,Kings
1627740,TOR,20-21,Raptors
1629649,ORL,20-21,Magic
202697,BKN,20-21,Nets
1630193,NYK,20-21,Knicks
1629067,WAS,20-21,Wizards
1630171,CLE,20-21,Cavaliers
1628392,CLE,20-21,Cavaliers
1630198,PHI,20-21,76ers
1629676,OKC,20-21,Thunder
1630191,DET,20-21,Pistons
202738,NOP,20-21,Pelicans
202397,WAS,20-21,Wizards
1627826,LAC,20-21,Clippers
200755,DAL,20-21,Mavericks
1629630,MEM,20-21,Grizzlies
203960,IND,20-21,Pacers
203210,DEN,20-21,Nuggets
201580,DEN,20-21,Nuggets
203953,BOS,20-21,Celtics
1630183,MIN,20-21,Timberwolves
203109,PHX,20-21,Suns
1630256,HOU,20-21,Rockets
1626143,DET,20-21,Pistons
1630186,SAC,20-21,Kings
1627774,MIN,20-21,Timberwolves
1627751,SAS,20-21,Spurs
1628973,DAL,20-21,Mavericks
1630223,TOR,20-21,Raptors
1629665,IND,20-21,Pacers
1629667,CHA,20-21,Hornets
1630188,PHX,20-21,Suns
1627750,DEN,20-21,Nuggets
203516,ORL,20-21,Magic
201935,BKN,20-21,Nets
201949,NOP,20-21,Pelicans
203263,NOP,20-21,Pelicans
1630164,GSW,20-21,Warriors
201162,LAL,20-21,Lakers
1629607,NYK,20-21,Knicks
1628991,MEM,20-21,Grizzlies
1629020,MIN,20-21,Timberwolves
1629714,UTA,20-21,Jazz
1628386,CLE,20-21,Cavaliers
1629633,MIN,20-21,Timberwolves
1629750,CHI,20-21,Bulls
1629637,NOP,20-21,Pelicans
1630206,LAC,20-21,Clippers
1629121,MIL,20-21,Bucks
1627759,BOS,20-21,Celtics
1629658,OKC,20-21,Thunder
1629669,MIN,20-21,Timberwolves
1628369,BOS,20-21,Celtics
201145,BKN,20-21,Nets
201952,MIL,20-21,Bucks
203924,DET,20-21,Pistons
1629725,CLE,20-21,Cavaliers
203087,IND,20-21,Pacers
1629010,WAS,20-21,Wizards
1628975,PHX,20-21,Suns
202710,MIA,20-21,Heat
203925,BKN,20-21,Nets
204060,UTA,20-21,Jazz
203954,PHI,20-21,76ers
1628381,ATL,20-21,Hawks
1629723,MEM,20-21,Grizzlies
202322,HOU,20-21,Rockets
202685,MEM,20-21,Grizzlies
1629007,MEM,20-21,Grizzlies
1628395,GSW,20-21,Warriors
1629648,ORL,20-21,Magic
203903,UTA,20-21,Jazz
1629162,MIN,20-21,Timberwolves
1629670,MIL,20-21,Bucks
1629673,GSW,20-21,Warriors
1630182,DAL,20-21,Mavericks
1630221,OKC,20-21,Thunder
1628404,NOP,20-21,Pelicans
1628367,DET,20-21,Pistons
1629006,MIN,20-21,Timberwolves
1626196,DAL,20-21,Mavericks
201950,MIL,20-21,Bucks
1629308,GSW,20-21,Warriors
1627823,MIN,20-21,Timberwolves
203944,NYK,20-21,Knicks
203200,IND,20-21,Pacers
1628382,MIL,20-21,Bucks
1629713,SAC,20-21,Kings
1628383,HOU,20-21,Rockets
1629620,OKC,20-21,Thunder
1626159,MEM,20-21,Grizzlies
203994,POR,20-21,Blazers
1629752,UTA,20-21,Jazz
1630231,HOU,20-21,Rockets
1629644,MIA,20-21,Heat
1630211,ORL,20-21,Magic
1626157,MIN,20-21,Timberwolves
202695,LAC,20-21,Clippers
1628966,SAS,20-21,Spurs
1629103,IND,20-21,Pacers
1629640,SAS,20-21,Spurs
1629833,POR,20-21,Blazers
203482,HOU,20-21,Rockets
1626162,GSW,20-21,Warriors
202689,OKC,20-21,Thunder
1629134,MIA,20-21,Heat
1629026,OKC,20-21,Thunder
203145,GSW,20-21,Warriors
203484,LAL,20-21,Lakers
201142,BKN,20-21,Nets
1628989,ATL,20-21,Hawks
1628995,NYK,20-21,Knicks
201567,CLE,20-21,Cavaliers
1629645,HOU,20-21,Rockets
1626172,GSW,20-21,Warriors
203920,TOR,20-21,Raptors
203114,MIL,20-21,Bucks
1629017,HOU,20-21,Rockets
1630165,DET,20-21,Pistons
1629681,MEM,20-21,Grizzlies
1630184,NOP,20-21,Pelicans
1628961,LAL,20-21,Lakers
1627739,ATL,20-21,Hawks
204001,DAL,20-21,Mavericks
203937,MEM,20-21,Grizzlies
1629657,SAC,20-21,Kings
1628398,LAL,20-21,Lakers
200768,TOR,20-21,Raptors
202681,BKN,20-21,Nets
200746,BKN,20-21,Nets
1630163,CHA,20-21,Hornets
1630205,CLE,20-21,Cavaliers
1629013,BKN,20-21,Nets
204038,PHX,20-21,Suns
1626204,CLE,20-21,Cavaliers
1628374,CHI,20-21,Bulls
2544,LAL,20-21,Lakers
1629022,SAS,20-21,Spurs
1628366,NOP,20-21,Pelicans
101150,ATL,20-21,Hawks
1629663,SAC,20-21,Kings
1629652,OKC,20-21,Thunder
1629029,DAL,20-21,Mavericks
1629677,SAS,20-21,Spurs
1628379,LAC,20-21,Clippers
1628436,BOS,20-21,Celtics
1630201,TOR,20-21,Raptors
1627763,IND,20-21,Pacers
1627736,MIN,20-21,Timberwolves
1630238,LAC,20-21,Clippers
1628370,CHA,20-21,Hornets
1629603,MIL,20-21,Bucks
201188,LAL,20-21,Lakers
202694,LAC,20-21,Clippers
203935,BOS,20-21,Celtics
1628365,ORL,20-21,Magic
202693,LAL,20-21,Lakers
1630210,DEN,20-21,Nuggets
1629716,CLE,20-21,Cavaliers
1627737,GSW,20-21,Warriors
1628963,SAC,20-21,Kings
1630222,PHI,20-21,76ers
203486,DET,20-21,Pistons
1629680,PHI,20-21,76ers
1629744,UTA,20-21,Jazz
203521,CLE,20-21,Cavaliers
203090,SAC,20-21,Kings
1629622,MIA,20-21,Heat
1628467,DAL,20-21,Mavericks
203086,MIA,20-21,Heat
1629662,CLE,20-21,Cavaliers
203487,ORL,20-21,Magic
1629008,DEN,20-21,Nuggets
1628969,PHX,20-21,Suns
201144,UTA,20-21,Jazz
1628455,BKN,20-21,Nets
203488,OKC,20-21,Thunder
203118,PHI,20-21,76ers
1628970,CHA,20-21,Hornets
1629011,NYK,20-21,Knicks
1629671,UTA,20-21,Jazz
1628964,ORL,20-21,Magic
1628420,DEN,20-21,Nuggets
1626149,LAL,20-21,Lakers
1629021,ORL,20-21,Magic
1629650,BOS,20-21,Celtics
1628539,GSW,20-21,Warriors
1626167,IND,20-21,Pacers
1630230,NOP,20-21,Pelicans
1629642,POR,20-21,Blazers
1630268,CHA,20-21,Hornets
1630207,DAL,20-21,Mavericks
1630233,ATL,20-21,Hawks
1629675,MIN,20-21,Timberwolves
202357,MIA,20-21,Heat
203457,NYK,20-21,Knicks
1629651,BKN,20-21,Nets
1630208,CHA,20-21,Hornets
1629638,NOP,20-21,Pelicans
1630185,GSW,20-21,Warriors
201587,LAC,20-21,Clippers
1629740,DAL,20-21,Mavericks
203999,DEN,20-21,Nuggets
202696,CHI,20-21,Bulls
203943,BKN,20-21,Nets
1626181,POR,20-21,Blazers
203658,NYK,20-21,Knicks
1628384,TOR,20-21,Raptors
1630167,NYK,20-21,Knicks
1630168,ATL,20-21,Hawks
1629052,IND,20-21,Pacers
203490,ORL,20-21,Magic
200782,MIL,20-21,Bucks
1629023,CHA,20-21,Hornets
1628408,DEN,20-21,Nuggets
1627783,TOR,20-21,Raptors
1626192,MIL,20-21,Bucks
201976,LAC,20-21,Clippers
1627775,TOR,20-21,Raptors
202335,LAC,20-21,Clippers
1630172,CHI,20-21,Bulls
201988,SAS,20-21,Spurs
202331,LAC,20-21,Clippers
200794,DEN,20-21,Nuggets
1630194,PHI,20-21,76ers
1628778,TOR,20-21,Raptors
1630202,BOS,20-21,Celtics
1630173,MIA,20-21,Heat
1626188,CLE,20-21,Cavaliers
1629683,SAS,20-21,Spurs
1630181,ORL,20-21,Magic
1629628,NYK,20-21,Knicks
200765,LAC,20-21,Clippers
203526,WAS,20-21,Wizards
1629034,HOU,20-21,Rockets
1629730,PHI,20-21,76ers
203493,NYK,20-21,Knicks
202704,LAC,20-21,Clippers
1629617,BKN,20-21,Nets
1626158,SAC,20-21,Kings
201937,MIN,20-21,Timberwolves
203496,POR,20-21,Blazers
1629606,ORL,20-21,Magic
